"1","Ville","Annee","longitudebis","latitudebis","Longitude","Latitude","Time"
"676"," Nice","1972","6.450346179","44.55751854","7.2660812","43.7031312","8h58"
"677"," Nice","1973","6.488464638","44.51759389","7.2660812","43.7031312","9h03"
"678"," Nice","1974","6.473217255","44.53356375","7.2660812","43.7031312","9h01"
"679"," Nice","1975","6.488464638","44.51759389","7.2660812","43.7031312","9h03"
"680"," Nice","1976","6.488464638","44.51759389","7.2660812","43.7031312","9h03"
"681"," Nice","1977","6.473217255","44.53356375","7.2660812","43.7031312","9h01"
"682"," Nice","1978","6.473217255","44.53356375","7.2660812","43.7031312","9h01"
"683"," Nice","1979","6.511335714","44.49363911","7.2660812","43.7031312","9h06"
"684"," Nice","1980","6.549454173","44.45371447","7.2660812","43.7031312","9h11"
"685"," Nice","1981","6.549454173","44.45371447","7.2660812","43.7031312","9h11"
"686"," Nice","1982","6.076785282","44.94878003","7.2660812","43.7031312","8h09"
"687"," Nice","1983","6.069161589","44.95676496","7.2660812","43.7031312","8h08"
"688"," Nice","1984","5.703224386","45.34004151","7.2660812","43.7031312","7h20"
"689"," Nice","1985","5.665105927","45.37996616","7.2660812","43.7031312","7h15"
"690"," Nice","1986","5.64985854","45.39593602","7.2660812","43.7031312","7h13"
"691"," Nice","1987","5.52025578","45.5316798","7.2660812","43.7031312","6h56"
"692"," Nice","1988","5.55075055","45.49974008","7.2660812","43.7031312","7h"
"693"," Nice","1989","5.527879474","45.52369487","7.2660812","43.7031312","6h57"
"694"," Nice","1990","5.527879474","45.52369487","7.2660812","43.7031312","6h57"
"695"," Nice","1991","5.52025578","45.5316798","7.2660812","43.7031312","6h56"
"696"," Nice","1992","5.527879474","45.52369487","7.2660812","43.7031312","6h57"
"697"," Nice","1993","5.535503168","45.51570994","7.2660812","43.7031312","6h58"
"698"," Nice","1994","5.322039796","45.73928793","7.2660812","43.7031312","6h30"
"699"," Nice","1995","5.360158255","45.69936329","7.2660812","43.7031312","6h35"
"700"," Nice","1996","5.306792414","45.75525779","7.2660812","43.7031312","6h28"
"701"," Nice","1997","5.291545026","45.77122765","7.2660812","43.7031312","6h26"
"702"," Nice","1998","5.367781944","45.69137837","7.2660812","43.7031312","6h36"
"703"," Nice","1999","5.337287179","45.72331808","7.2660812","43.7031312","6h32"
"704"," Nice","2000","5.329663485","45.73130301","7.2660812","43.7031312","6h31"
"705"," Nice","2001","4.887489365","46.19442885","7.2660812","43.7031312","5h33"
"706"," Nice","2002","4.895113054","46.18644393","7.2660812","43.7031312","5h34"
"707"," Nice","2003","4.887489365","46.19442885","7.2660812","43.7031312","5h33"
"708"," Nice","2004","4.872241982","46.21039871","7.2660812","43.7031312","5h31"
"709"," Nice","2005","4.841747212","46.24233842","7.2660812","43.7031312","5h27"
"710"," Nice","2006","4.826499829","46.25830828","7.2660812","43.7031312","5h25"
"711"," Nice","2007","4.856994595","46.22636857","7.2660812","43.7031312","5h29"
"712"," Nice","2008","4.856994595","46.22636857","7.2660812","43.7031312","5h29"
"713"," Nice","2009","4.902736747","46.178459","7.2660812","43.7031312","5h35"
"714"," Nice","2010","4.910360441","46.17047406","7.2660812","43.7031312","5h36"
"715"," Nice","2011","4.91798413","46.16248914","7.2660812","43.7031312","5h37"
"716"," Nice","2012","4.91798413","46.16248914","7.2660812","43.7031312","5h37"
"717"," Nice","2013","4.910360441","46.17047406","7.2660812","43.7031312","5h36"
"718"," Nice","2014","4.910360441","46.17047406","7.2660812","43.7031312","5h36"
"719"," Nice","2015","4.910360441","46.17047406","7.2660812","43.7031312","5h36"
"720"," Nice","2016","4.895113054","46.18644393","7.2660812","43.7031312","5h34"
"721"," Nice","2017","4.887489365","46.19442885","7.2660812","43.7031312","5h33"
"722"," Rennes","1958","-1.6742903","48.1119803","-1.6742903","48.1119803","4h05"
"723"," Rennes","1959","-1.510082531","48.14224274","-1.6742903","48.1119803","3h55"
"724"," Rennes","1960","-1.510082531","48.14224274","-1.6742903","48.1119803","3h55"
"725"," Rennes","1961","-1.115983892","48.21487258","-1.6742903","48.1119803","3h31"
"726"," Rennes","1962","-1.230929327","48.19368888","-1.6742903","48.1119803","3h38"
"727"," Rennes","1963","-1.033880009","48.2300038","-1.6742903","48.1119803","3h26"
"728"," Rennes","1964","-1.033880009","48.2300038","-1.6742903","48.1119803","3h26"
"729"," Rennes","1965","-1.033880009","48.2300038","-1.6742903","48.1119803","3h26"
"730"," Rennes","1966","-0.623360588","48.3056599","-1.6742903","48.1119803","3h01"
"731"," Rennes","1967","-0.623360588","48.3056599","-1.6742903","48.1119803","3h01"
"732"," Rennes","1968","-0.623360588","48.3056599","-1.6742903","48.1119803","3h01"
"733"," Rennes","1969","-0.606939814","48.30868614","-1.6742903","48.1119803","3h"
"734"," Rennes","1970","-0.606939814","48.30868614","-1.6742903","48.1119803","3h"
"735"," Rennes","1971","-0.524835927","48.32381736","-1.6742903","48.1119803","2h55"
"736"," Rennes","1972","-0.524835927","48.32381736","-1.6742903","48.1119803","2h55"
"737"," Rennes","1973","-0.557677484","48.31776487","-1.6742903","48.1119803","2h57"
"738"," Rennes","1974","-0.557677484","48.31776487","-1.6742903","48.1119803","2h57"
"739"," Rennes","1975","-0.557677484","48.31776487","-1.6742903","48.1119803","2h57"
"740"," Rennes","1976","-0.574098258","48.31473863","-1.6742903","48.1119803","2h58"
"741"," Rennes","1977","-0.574098258","48.31473863","-1.6742903","48.1119803","2h58"
"742"," Rennes","1978","-0.574098258","48.31473863","-1.6742903","48.1119803","2h58"
"743"," Rennes","1979","-0.557677484","48.31776487","-1.6742903","48.1119803","2h57"
"744"," Rennes","1980","-0.524835927","48.32381736","-1.6742903","48.1119803","2h55"
"745"," Rennes","1981","-0.524835927","48.32381736","-1.6742903","48.1119803","2h55"
"746"," Rennes","1982","-0.541256706","48.32079111","-1.6742903","48.1119803","2h56"
"747"," Rennes","1983","-0.541256706","48.32079111","-1.6742903","48.1119803","2h56"
"748"," Rennes","1984","-0.541256706","48.32079111","-1.6742903","48.1119803","2h56"
"749"," Rennes","1985","-0.557677484","48.31776487","-1.6742903","48.1119803","2h57"
"750"," Rennes","1986","-0.557677484","48.31776487","-1.6742903","48.1119803","2h57"
"751"," Rennes","1987","-0.508415153","48.3268436","-1.6742903","48.1119803","2h54"
"752"," Rennes","1988","-0.491994375","48.32986984","-1.6742903","48.1119803","2h53"
"753"," Rennes","1989","0.312623685","48.47815578","-1.6742903","48.1119803","2h04"
"754"," Rennes","1990","0.312623685","48.47815578","-1.6742903","48.1119803","2h04"
"755"," Rennes","1991","0.345465237","48.48420827","-1.6742903","48.1119803","2h02"
"756"," Rennes","1992","0.279782133","48.4721033","-1.6742903","48.1119803","2h06"
"757"," Rennes","1993","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"758"," Rennes","1994","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"759"," Rennes","1995","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"760"," Rennes","1996","0.345465237","48.48420827","-1.6742903","48.1119803","2h03"
"761"," Rennes","1997","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"762"," Rennes","1998","0.296202907","48.47512954","-1.6742903","48.1119803","2h05"
"763"," Rennes","1999","0.230519802","48.46302457","-1.6742903","48.1119803","2h09"
"764"," Rennes","2000","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"765"," Rennes","2001","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"766"," Rennes","2002","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"767"," Rennes","2003","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"768"," Rennes","2004","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"769"," Rennes","2005","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"770"," Rennes","2006","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"771"," Rennes","2007","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"772"," Rennes","2008","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"773"," Rennes","2009","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"774"," Rennes","2010","0.329044463","48.48118203","-1.6742903","48.1119803","2h03"
"775"," Rennes","2011","0.263361354","48.46907705","-1.6742903","48.1119803","2h07"
"776"," Rennes","2012","0.279782133","48.4721033","-1.6742903","48.1119803","2h06"
"777"," Rennes","2013","0.279782133","48.4721033","-1.6742903","48.1119803","2h06"
"778"," Rennes","2014","0.312623685","48.47815578","-1.6742903","48.1119803","2h04"
"779"," Rennes","2015","0.312623685","48.47815578","-1.6742903","48.1119803","2h04"
"780"," Rennes","2016","0.312623685","48.47815578","-1.6742903","48.1119803","2h04"
"781"," Rennes","2017","0.953033976","48.59617929","-1.6742903","48.1119803","1h25"
"782"," Strasbourg","1958","7.7455321","48.5839221","7.7455321","48.5839221","5h11"
"783"," Strasbourg","1959","7.7455321","48.5839221","7.7455321","48.5839221","5h11"
"784"," Strasbourg","1960","7.7455321","48.5839221","7.7455321","48.5839221","5h11"
"785"," Strasbourg","1961","7.1728885","48.61251728","7.7455321","48.5839221","4h38"
"786"," Strasbourg","1962","6.70436192","48.63591333","7.7455321","48.5839221","4h11"
"787"," Strasbourg","1963","6.70436192","48.63591333","7.7455321","48.5839221","4h11"
"788"," Strasbourg","1964","6.756420428","48.63331377","7.7455321","48.5839221","4h14"
"789"," Strasbourg","1965","6.70436192","48.63591333","7.7455321","48.5839221","4h11"
"790"," Strasbourg","1966","6.70436192","48.63591333","7.7455321","48.5839221","4h11"
"791"," Strasbourg","1967","6.756420428","48.63331377","7.7455321","48.5839221","4h14"
"792"," Strasbourg","1968","6.582892063","48.64197898","7.7455321","48.5839221","4h04"
"793"," Strasbourg","1969","6.461422212","48.64804462","7.7455321","48.5839221","3h57"
"794"," Strasbourg","1970","6.461422212","48.64804462","7.7455321","48.5839221","3h57"
"795"," Strasbourg","1971","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"796"," Strasbourg","1972","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"797"," Strasbourg","1973","6.287893848","48.65670983","7.7455321","48.5839221","3h47"
"798"," Strasbourg","1974","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"799"," Strasbourg","1975","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"800"," Strasbourg","1976","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"801"," Strasbourg","1977","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"802"," Strasbourg","1978","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"803"," Strasbourg","1979","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"804"," Strasbourg","1980","6.392010863","48.65151071","7.7455321","48.5839221","3h53"
"805"," Strasbourg","1981","6.357305192","48.65324375","7.7455321","48.5839221","3h51"
"806"," Strasbourg","1982","6.253188176","48.65844287","7.7455321","48.5839221","3h45"
"807"," Strasbourg","1983","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"808"," Strasbourg","1984","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"809"," Strasbourg","1985","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"810"," Strasbourg","1986","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"811"," Strasbourg","1987","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"812"," Strasbourg","1988","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"813"," Strasbourg","1989","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"814"," Strasbourg","1990","6.305246684","48.65584331","7.7455321","48.5839221","3h48"
"815"," Strasbourg","1991","6.32259952","48.65497679","7.7455321","48.5839221","3h49"
"816"," Strasbourg","1992","6.42671654","48.64977766","7.7455321","48.5839221","3h55"
"817"," Strasbourg","1993","6.444069376","48.64891114","7.7455321","48.5839221","3h56"
"818"," Strasbourg","1994","6.339952356","48.65411027","7.7455321","48.5839221","3h50"
"819"," Strasbourg","1995","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"820"," Strasbourg","1996","6.357305192","48.65324375","7.7455321","48.5839221","3h51"
"821"," Strasbourg","1997","6.357305192","48.65324375","7.7455321","48.5839221","3h51"
"822"," Strasbourg","1998","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"823"," Strasbourg","1999","6.461422212","48.64804462","7.7455321","48.5839221","3h57"
"824"," Strasbourg","2000","6.392010863","48.65151071","7.7455321","48.5839221","3h53"
"825"," Strasbourg","2001","6.374658027","48.65237723","7.7455321","48.5839221","3h52"
"826"," Strasbourg","2002","6.461422212","48.64804462","7.7455321","48.5839221","3h57"
"827"," Strasbourg","2003","6.496127884","48.64631158","7.7455321","48.5839221","3h59"
"828"," Strasbourg","2004","6.478775048","48.6471781","7.7455321","48.5839221","3h58"
"829"," Strasbourg","2005","6.461422212","48.64804462","7.7455321","48.5839221","3h57"
"830"," Strasbourg","2006","6.42671654","48.64977766","7.7455321","48.5839221","3h55"
"831"," Strasbourg","2007","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"832"," Strasbourg","2008","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"833"," Strasbourg","2009","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"834"," Strasbourg","2010","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"835"," Strasbourg","2011","4.569963052","48.74249537","7.7455321","48.5839221","2h08"
"836"," Strasbourg","2012","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"837"," Strasbourg","2013","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"838"," Strasbourg","2014","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"839"," Strasbourg","2015","4.726138575","48.73469668","7.7455321","48.5839221","2h17"
"840"," Strasbourg","2016","4.188200652","48.76155882","7.7455321","48.5839221","1h46"
"841"," Strasbourg","2017","4.188200652","48.76155882","7.7455321","48.5839221","1h46"
"842"," Toulouse","1958","1.4436712","43.6042612","1.4436712","43.6042612","7h38"
"843"," Toulouse","1959","1.465410101","43.73033246","1.4436712","43.6042612","7h27"
"844"," Toulouse","1960","1.518769222","44.03978009","1.4436712","43.6042612","7h"
"845"," Toulouse","1961","1.518769222","44.03978009","1.4436712","43.6042612","7h"
"846"," Toulouse","1962","1.548413179","44.21169545","1.4436712","43.6042612","6h45"
"847"," Toulouse","1963","1.524698014","44.07416317","1.4436712","43.6042612","6h57"
"848"," Toulouse","1964","1.548413179","44.21169545","1.4436712","43.6042612","6h45"
"849"," Toulouse","1965","1.548413179","44.21169545","1.4436712","43.6042612","6h45"
"850"," Toulouse","1966","1.558294498","44.26900057","1.4436712","43.6042612","6h40"
"851"," Toulouse","1967","1.637345048","44.72744151","1.4436712","43.6042612","6h"
"852"," Toulouse","1968","1.637345048","44.72744151","1.4436712","43.6042612","6h"
"853"," Toulouse","1969","1.637345048","44.72744151","1.4436712","43.6042612","6h"
"854"," Toulouse","1970","1.637345048","44.72744151","1.4436712","43.6042612","6h"
"855"," Toulouse","1971","1.645250103","44.77328561","1.4436712","43.6042612","5h56"
"856"," Toulouse","1972","1.645250103","44.77328561","1.4436712","43.6042612","5h56"
"857"," Toulouse","1973","1.645250103","44.77328561","1.4436712","43.6042612","5h56"
"858"," Toulouse","1974","1.645250103","44.77328561","1.4436712","43.6042612","5h56"
"859"," Toulouse","1975","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"860"," Toulouse","1976","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"861"," Toulouse","1977","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"862"," Toulouse","1978","1.633392521","44.70451946","1.4436712","43.6042612","6h02"
"863"," Toulouse","1979","1.633392521","44.70451946","1.4436712","43.6042612","6h02"
"864"," Toulouse","1980","1.633392521","44.70451946","1.4436712","43.6042612","6h02"
"865"," Toulouse","1981","1.633392521","44.70451946","1.4436712","43.6042612","6h02"
"866"," Toulouse","1982","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"867"," Toulouse","1983","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"868"," Toulouse","1984","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"869"," Toulouse","1985","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"870"," Toulouse","1986","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"871"," Toulouse","1987","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"872"," Toulouse","1988","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"873"," Toulouse","1989","1.633392521","44.70451946","1.4436712","43.6042612","6h02"
"874"," Toulouse","1990","1.633392521","44.70451946","1.4436712","43.6042612","6h02"
"875"," Toulouse","1991","1.61758241","44.61283128","1.4436712","43.6042612","6h10"
"876"," Toulouse","1992","1.599796037","44.50968206","1.4436712","43.6042612","6h19"
"877"," Toulouse","1993","1.587938454","44.44091592","1.4436712","43.6042612","6h25"
"878"," Toulouse","1994","1.595843509","44.48676002","1.4436712","43.6042612","6h21"
"879"," Toulouse","1995","1.62746373","44.6701364","1.4436712","43.6042612","6h05"
"880"," Toulouse","1996","1.62746373","44.6701364","1.4436712","43.6042612","6h05"
"881"," Toulouse","1997","1.621534938","44.63575332","1.4436712","43.6042612","6h08"
"882"," Toulouse","1998","1.589914718","44.45237694","1.4436712","43.6042612","6h24"
"883"," Toulouse","1999","1.593867246","44.47529899","1.4436712","43.6042612","6h22"
"884"," Toulouse","2000","1.595843509","44.48676002","1.4436712","43.6042612","6h21"
"885"," Toulouse","2001","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"886"," Toulouse","2002","1.641297575","44.75036356","1.4436712","43.6042612","5h58"
"887"," Toulouse","2003","1.639321312","44.73890253","1.4436712","43.6042612","5h59"
"888"," Toulouse","2004","1.641297575","44.75036356","1.4436712","43.6042612","5h58"
"889"," Toulouse","2005","1.621534938","44.63575332","1.4436712","43.6042612","6h08"
"890"," Toulouse","2006","1.631416257","44.69305844","1.4436712","43.6042612","6h03"
"891"," Toulouse","2007","1.615606147","44.60137025","1.4436712","43.6042612","6h11"
"892"," Toulouse","2008","1.607701091","44.55552615","1.4436712","43.6042612","6h15"
"893"," Toulouse","2009","1.613629883","44.58990923","1.4436712","43.6042612","6h12"
"894"," Toulouse","2010","1.613629883","44.58990923","1.4436712","43.6042612","6h12"
"895"," Toulouse","2011","1.613629883","44.58990923","1.4436712","43.6042612","6h12"
"896"," Toulouse","2012","1.613629883","44.58990923","1.4436712","43.6042612","6h12"
"897"," Toulouse","2013","1.613629883","44.58990923","1.4436712","43.6042612","6h12"
"898"," Toulouse","2014","1.706514279","45.12857734","1.4436712","43.6042612","5h25"
"899"," Toulouse","2015","1.704538016","45.11711631","1.4436712","43.6042612","5h26"
"900"," Toulouse","2016","1.702561752","45.10565529","1.4436712","43.6042612","5h27"
"901"," Toulouse","2017","1.840900215","45.90792694","1.4436712","43.6042612","4h17"
